"id","political_party","text_clean.x","batch_id","sentiment","explanation","gemini_llm"
"1312329195054338049","podemos","✅ Reforzar los servicios públicos. ✅ Combatir la precariedad. ✅ Trabajo digno y con derechos. ✅ Pensiones dignas. ✅ Una escuela pública y de calidad. ... Todo eso solo será posible si peleamos por ello #CodoConCodo. Súmate para defender lo que es de todos y todas.",408,"positive","The text lists several positive goals such as reinforcing public services, combating precariousness, dignified work, pensions, and quality education, and encourages collective action to achieve them.","positive"
"1312324260879364096","podemos","Hoy nuestro país afronta retos que no imaginábamos hace un tiempo. Y nosotros como sociedad somos los protagonistas de ese reto. Participa, actívate, lucha #CodoConCodo.",408,"positive","The text frames current challenges as opportunities for societal protagonism and encourages participation, activation, and fighting together, which is a positive and empowering message.","positive"
"1312321744141680642","podemos","Defender lo que es de todos y todas no solo se consigue en las instituciones, sino también desde los barrios, desde las calles. Súmate al reto #CodoConCodo 💪💪🏻💪🏼💪🏽💪🏾💪🏿",408,"positive","The text emphasizes that defending collective interests can be achieved through community action and encourages participation in a challenge, using positive and empowering language and emojis.","positive"
"1312320234846515205","podemos","Que lo consigamos depende también de ti, de todas nosotras. Solo en pie #CodoConCodo podemos defender los intereses de las mayorías sociales.",408,"positive","The text states that achieving goals depends on collective effort and that only by standing together can social interests be defended, conveying a message of unity and empowerment.","positive"
"1312317718117453824","podemos","Las cosas importantes solo se consiguen luchando y si tenemos derechos y servicios públicos es gracias a una sociedad civil activa y organizada. Demuestra en tus redes sociales que se puede contar contigo para esta lucha, #CodoConCodo. Súmate al reto. 👇",408,"positive","The text highlights that important achievements come from struggle and active civil society, and encourages people to show their support for the cause, using positive and action-oriented language.","positive"
"1312312538101669893","podemos","La incompetencia de Ayuso es evidente también para sus propios consejeros. Ayer su consejero de Políticas Sociales se sumó a la larga lista de huidos tras su pésima gestión de la pandemia. Ayuso se está quedando cada vez más sola y hundida en el caos que ha desatado.",408,"negative","The text criticizes the incompetence of a political figure ('Ayuso') and describes her situation as increasingly isolated and in chaos due to her poor management of the pandemic.","negative"
"1312090218757976066","podemos","Las prioridades del Gobierno trifachito en Andalucía: 11 millones de euros para que Canal Sur hable de toros o produzca programas del siglo pasado ✅ Comedores escolares para 12.000 alumnos ❌ Prioridades claras.",408,"negative","The text contrasts government spending priorities, highlighting a large allocation for entertainment programs on Canal Sur while a smaller amount is allocated for school canteens, implying a negative judgment on these priorities.","negative"
"1312058188792041477","podemos","La incidencia en Madrid es 30 veces superior a la de Berlín. Lo sabes, pero te da igual. Elegiste la bronca perpetua y la mentira. Enhorabuena, gracias a ello pasarás a la historia como la presidenta inepta que llevó al caos a Madrid durante una pandemia mundial.",408,"negative","The text directly criticizes a political leader ('presidenta') for her handling of the pandemic in Madrid, calling her inept and blaming her for the chaos, using strong negative language.","negative"
"1311985229905698817","podemos","Trump puede pagarse un seguro de salud privado que lo asista. En EEUU hay millones de personas que, si enferman, no pueden ser atendidas porque no tienen cómo pagarlo. La sanidad pública es un tesoro que tenemos que cuidar sin ninguna concesión a los que quieren destruirla.",408,"neutral","The text contrasts the healthcare access of a wealthy individual with that of millions of uninsured people in the US, and then advocates for the protection of public healthcare. While it expresses a strong opinion about public healthcare, the primary function is to present a comparison and a statement of value.","neutral"
"1311933930061398016","podemos","‼️ Solo tenemos 10 años para actuar. ✍️ sobre la Agenda 2030👇",408,"neutral","The text presents an urgent call to action regarding the Agenda 2030, stating a limited timeframe and prompting engagement, but it does not express a positive or negative emotion about the agenda itself.","neutral"
"1311730837810032641","podemos","Hay cuatro ejes muy importantes que ha puesto en el centro la Conferencia de Beijing 👇 1⃣El eje de la violencia contra las mujeres 2⃣El eje de la igualdad 3⃣El empoderamiento 4⃣Los derechos sexuales y reproductivos 📽️",408,"neutral","The text lists four important axes from the Beijing Conference: violence against women, equality, empowerment, and sexual and reproductive rights. It is an informative statement without expressing a positive or negative sentiment.","neutral"
"1311723542539628545","podemos","📺 : 'Esa llamada que se filtra de Felipe VI al presidente, con mandato caducado hace 2 años del CGPJ, Carlos Lesmes, solo pudo haberse filtrado de dos maneras: con el permiso de Zarzuela o sin el permiso de Zarzuela. Ambas opciones son malas'.",408,"negative","The text discusses a leaked phone call involving the King and the head of the CGPJ, suggesting that both potential scenarios for the leak (with or without Zarzuela's permission) are negative.","negative"
"1311720976120508418","podemos","📺 : 'La bancada del PP, Cs y VOX, no paran de interrumpir, gritar e insultar, y el resto de los diputados defienden sus posiciones con firmeza, pero de manera tranquila, cualquiera puede asistir a las sesiones para comprobarlo'.",408,"neutral","The text describes the behavior of different political parties in parliamentary sessions, noting interruptions and insults from some and firm but calm defense of positions by others. It is a descriptive statement of observed behavior.","neutral"
"1311711219636723712","podemos","Un consejo de para la derecha antidemocrática 👇",408,"neutral","The text offers a piece of advice directed at 'the antidemocratic right.' While the target is negative, the statement itself is a neutral piece of advice.","neutral"
"1311684797509464066","podemos","‼️ Acaba de comenzar la III Asamblea ciudadana Canaria ‼️ Puedes avalar hasta mañana, viernes, 2 de octubre, las candidaturas a coordinadora general en 👇",408,"neutral","The text announces the start of an assembly and provides information on how to endorse candidacies, which is a factual announcement.","neutral"
"1311673472523726848","podemos","El Pacto de Migración y Asilo de la Comisión Europea era una oportunidad para evitar más tragedias humanas. Pero no lo ha sido. Tenemos que actuar. No podemos mirar al futuro viendo el sufrimiento y la muerte pasar. ✍️",408,"negative","The text expresses disappointment that the European Commission's Pact on Migration and Asylum has not prevented human tragedies and calls for action, indicating a negative assessment of the current situation and the pact's effectiveness.","negative"
"1311659883293364226","podemos","Hace 89 años, Clara Campoamor pronunció el discurso que cambió la realidad de las mujeres en la España republicana. Su lucha por el sufragio femenino y la igualdad ha continuado inspirando a generaciones presentes y venideras. Hoy tenemos especialmente presente su legado.💜",408,"positive","The text commemorates Clara Campoamor's historical speech and her fight for women's suffrage and equality, highlighting her inspiring legacy for present and future generations, which is a positive tribute.","positive"
"1311652333676240897","podemos","Hoy es el #DíaDeLasPersonasMayores, de personas incansables, a quienes debemos logros como la democracia o las libertades civiles y sin cuya experiencia no podríamos avanzar. Seguiremos trabajando en políticas que combatan su exclusión y mejoren su calidad de vida. 👵💜",408,"positive","The text celebrates the Day of Older Persons, acknowledging their contributions and expressing commitment to policies that combat exclusion and improve their quality of life, which is a positive and appreciative message.","positive"
"1311644080808628224","podemos","▶️ Ya que Ayuso ha decido no escuchar a NADIE, que al menos TODOS escuchen esto de a Ayuso 👇",409,NA,NA,NA
"1311629974143676416","podemos","📺 explica la nueva Ley del Teletrabajo en #CoronavirusARV 👇",409,NA,NA,NA
"1311629277780213760","podemos","📺 'Con el Plan MECUIDA, es la primera vez en la historia de España en la que los trabajadores con carácter preferencial pueden: ✅Elegir su turno ✅Elegir su horario ✅Modificar la jornada y reducirla al 100%'. en #CoronavirusARV",409,NA,NA,NA
"1311625826018963462","podemos","📺 'Pongamos en valor el esfuerzo colectivo de la mesa de diálogo social, que ha tenido a los agentes sociales trabajando durante un mes para llegar a acuerdos en materia de empleo'. en #CoronavirusARV",409,NA,NA,NA
"1311625107924750342","podemos","📺 'Si el Gobierno aplicara la legislación del PP, hubiera pasado lo que ha pasado en la crisis financiera pasada: despidos masivos, devaluaciones salariales masivas y pobreza. Hay que cambiar la legislación para caminar cara a la estabilidad '. en #CoronavirusARV",409,NA,NA,NA
"1311623214460792832","podemos","📺 'El mecanismo de los ERTE se ha demostrado muy exitoso. Ha salvado a 550.000 empresas. Por ejemplo, en términos industriales, la automoción o el sector naval están en niveles de recuperación del 98%'. en #CoronavirusARV",409,NA,NA,NA
"1311623071074324480","podemos","📺 'Lo que hemos de hacer es controlar lo antes posible la vía sanitaria para poder entrar rápidamente en la recuperación económica'. en #CoronavirusARV",409,NA,NA,NA
"1311621146119471105","podemos","📺 'El Ministerio de Trabajo está volcado en controlar la curva sanitaria y el impacto económico que va a tener. Debemos poder controlar tanto la sanidad como la economía'. en #CoronavirusARV",409,NA,NA,NA
"1311618074605506561","podemos","'Estamos hartos de que no entiendan que necesitamos rastreadores, de que no refuercen la atención primaria, de que maltraten a los sanitarios y a los docentes. Hartos de su victimismo, de su fanatismo ideológico y hartos de su ineptitud. Estamos hartos de usted'. 🎥",409,NA,NA,NA
"1311608293224112129","podemos","Hemos aprobado por mayoría absoluta del Congreso la comisión de investigación a uno de los mayores ataques a nuestra democracia: la Operación Kitchen del PP. 👇",409,NA,NA,NA
"1311600805817049088","podemos","España merece conocer la VERDAD sobre la Operación Kitchen👇",409,NA,NA,NA
"1311575728828411904","podemos","La diferencia entre el PP y Podemos es que el PP tiene a gente en la cárcel, y todas las denuncias falsas contra Podemos han sido archivadas. Antes de hablar de denuncias falsas, lávense la boca con jabón. 📽️ en el #Pleno",409,NA,NA,NA
"1311569901027549184","podemos","Hoy, en el #Pleno, debatimos uno de los mayores ataques a nuestra democracia. Pablo Casado debe comparecer como máximo representante del PP por la Operación Kitchen. Los españoles y las españolas tenemos derecho a saber la verdad. 📽",409,NA,NA,NA
"1311567212063358977","podemos","Un mensajito al PP de la Comunidad de Madrid:",409,NA,NA,NA
"1311413006304247811","podemos","📺 : 'Quería mandar un abrazo a los trabajadores de Alcoa que están defendiendo sus puestos de trabajo frente a una multinacional norteamericana que ha decidido que nuestro país no puede producir aluminio'.",409,NA,NA,NA
"1311410958158508033","podemos","📺 : 'La omertá que durante mucho tiempo existió en torno a la monarquía ha salido muy cara al Estado. Muchas de las cosas que se dicen ahora, si se hubieran dicho hace unos años, nos hubiéramos ahorrado algunos espectáculos dantescos'.",409,NA,NA,NA
"1311408711190147072","podemos","📺 : 'A mi lo que me preocupa es que en un momento en el que el CGPJ está caducado, que hay un bloque institucional premeditado por parte del PP para que no se renueve, y en la semana que son elegidos 3 jueces para el tribunal supremo, Lesmes se esconda tras el rey'.",409,NA,NA,NA
"1311406811510124550","podemos","📺 : 'No hay una actitud de colaboración por parte del gobierno de Madrid en una situación como la que estamos viviendo, entendiendo que los criterios son los que tienen que primar'.",409,NA,NA,NA
"1311353867242790913","podemos","En política hay que elegir. Y Cuidadanos ha elegido gobernar con el apoyo de la ultraderecha 👇 📽️",409,NA,NA,NA
"1311327694454312961","podemos","Este minuto de para los que ladran odio en el Congreso. 👏👏",409,NA,NA,NA
"1311327349355540482","podemos","Gracias por tanto, Quino. Hasta siempre. 😢",410,"negative","The crying emoji and the phrase 'Hasta siempre' (farewell) indicate sadness and loss, suggesting a negative sentiment related to the passing of Quino.","negative"
"1311317357952929792","podemos","Este vídeo no es un gran descubrimiento, muchos ya saben qué es . Pero se agradece que lo reconozcan ellos mismos. No engañan ya a nadie. España NUNCA será como ellos.",410,"negative","The text expresses strong negative opinions about a video and a group of people, stating they are not a great discovery, don't deceive anyone, and that 'España NUNCA será como ellos,' indicating a clear negative sentiment.","negative"
"1311289700854845440","podemos","El trifachito, cuando grita en el Congreso: 🤬🤬🤬 El trifachito, cuando le responde: 🤕😓😖",410,"negative","The use of angry and distressed emojis (🤬🤬🤬, 🤕😓😖) to describe the reactions of 'El trifachito' in different scenarios clearly conveys a negative sentiment.","negative"
"1311278651674169346","podemos","La recomendación de que calló a toda la bancada de la derecha en la #SesionDeControl 👇👏👏",410,"positive","The phrase 'calló a toda la bancada de la derecha' (silenced the entire right-wing bench) combined with applause emojis (👇👏👏) indicates a positive sentiment towards the action described.","positive"
"1311260465851502596","podemos","🗣'Hoy, un CGPJ ya caducado ha nombrado al juez que intentó evitar que declarara en la Gürtel M. Rajoy y que libró de la cárcel a la mujer de Bárcenas, condenada a más de 15 años de prisión. Esto es un paso más en la degradación institucional que lleva a cabo la derecha'.",410,"negative","The text describes actions by a CGPJ that are framed as corrupt and part of the 'degradation institutional que lleva a cabo la derecha' (institutional degradation carried out by the right), using strong negative language.","negative"
"1311237958914191360","podemos","¿Cómo suenan las lágrimas de las tres derechas cayendo en el Congreso? Aquí, la respuesta. 👇",410,"negative","The question '¿Cómo suenan las lágrimas de las tres derechas cayendo en el Congreso?' (How do the tears of the three right-wing parties sound falling in Congress?) implies a mocking and negative sentiment towards the 'derechas'.","negative"
"1311234257189253120","podemos","📽 'Ustedes son muchas cosas, pero no son constitucionalistas'. Sin palabras, 👏👏 #SesionDeControl",410,"positive","The quote 'Ustedes son muchas cosas, pero no son constitucionalistas' (You are many things, but you are not constitutionalists) followed by applause emojis (👏👏) suggests a positive sentiment towards the speaker's statement and its impact.","positive"
"1311213567744659457","podemos","En política hay que elegir. Y han elegido gobernar con el apoyo de la ultraderecha. 📽 responde a Ciudadanos en #SesiónDeControl 👇",410,"negative","The text states that a political choice was made to 'gobernar con el apoyo de la ultraderecha' (govern with the support of the far-right), which is presented as a negative choice in the context of political discourse.","negative"
"1311212267216818176","podemos","Ciudadanos pregunta sobre confianza. Los mismos que Gobiernan con Ayuso en Madrid con el apoyo de VOX. 📽 Así responde en #SesiónDeControl 👇",410,"negative","The tweet points out the hypocrisy of Ciudadanos asking about confidence while governing with VOX, implying a negative sentiment towards their actions and political stance.","negative"
"1311209721412624384","podemos","📽 le quita la careta a los que solo saben ladrar sobre dar patadas en el culo. #SesiónDeControl",410,"negative","The phrase 'le quita la careta a los que solo saben ladrar sobre dar patadas en el culo' (unmasks those who only know how to bark about kicking asses) uses aggressive and critical language, indicating a negative sentiment.","negative"
"1311207756687446016","podemos","Recomendación de un republicano al PP 👇 📽 en #SesiónDeControl",410,"neutral","The text simply states a recommendation from a republican to the PP and points to a video for more information, without expressing a strong positive or negative opinion.","neutral"
"1311179551121248256","podemos","La Comisión Europea urge a España a renovar el Poder Judicial en su primer informe sobre la situación del Estado de Derecho de los países de la UE. El PP tendrá que decidir si está del lado del Estado de Derecho o si sigue del lado de la corrupción estructural de su partido.",410,"negative","The text criticizes the PP for not renewing the Judiciary and links it to 'corrupción estructural de su partido' (structural corruption of their party), using strong negative framing.","negative"
"1311026711153332226","podemos","El Gobierno de coalición prorroga el Escudo Social para mantener la protección a trabajadores y empresas, a los autónomos y a los colectivos más vulnerables. 👇 #PrórrogaEscudoSocial #AcuerdoSocial",410,"positive","The text announces the extension of the 'Escudo Social' (Social Shield) to protect workers, businesses, the self-employed, and vulnerable groups, which is presented as a positive government action.","positive"
"1311019608451813377","podemos","Basta ya de desviar la atención del auténtico problema de la vivienda en España. De esto es de lo que tenemos que hablar 👇 📽️",410,"negative","The phrase 'Basta ya de desviar la atención del auténtico problema de la vivienda en España' (Enough of diverting attention from the real housing problem in Spain) expresses frustration and a desire to address a perceived issue, indicating a negative sentiment towards the current discourse.","negative"
"1311006578548584450","podemos","Estas son las medidas del #AcuerdoSocial para proteger a los trabajadores y a las trabajadoras de nuestro país 👇 📽️",410,"positive","The text outlines the measures of the '#AcuerdoSocial' (Social Agreement) to protect workers, which is presented as a positive initiative.","positive"
"1310992845713670144","podemos","Goldman Sachs, Blackstone, Cerberus, esas son las principales organizaciones criminales que amenazan a la gente con ponerla de patitas a la calle. Se habla mucho de okupación, pero ese es el principal problema del que tenemos que hablar 👇 📽️",410,"negative","The text identifies specific financial organizations as 'principales organizaciones criminales' (main criminal organizations) that threaten people, using highly negative and accusatory language.","negative"
"1310972856688410625","podemos","Lo hemos dicho siempre: los riders no son emprendedores, son TRABAJADORES. La norma que está elaborando el lo dejará claro para siempre. 📽️",410,"positive","The text asserts that 'los riders no son emprendedores, son TRABAJADORES' (riders are not entrepreneurs, they are WORKERS) and that a new rule will clarify this, indicating a positive sentiment towards recognizing riders as workers.","positive"
"1310964998198497283","podemos","El Barbas (M. Rajoy) trincaba sobres con dinero B en la misma fila que todos. ✉️🚶✉️🚶‍♂️✉️🚶‍♀️ Obligaban a hacer maldades a Villarejo para salvar el culo al Barbas. 🧔🏼 Soraya Sáenz metía micrófonos en el Congreso.🎤 No son tres series nuevas de HBO, es la forma de gobernar del PP.",410,"negative","The text uses strong negative language and imagery ('trincaba sobres con dinero B', 'maldades', 'salvar el culo', 'metía micrófonos') to describe the governing style of the PP, framing it as corrupt and unethical.","negative"
"1310957602893950976","podemos","Hay ideas fuera de la democracia y la Constitución. Los ataques xenófobos de VOX a nuestro compañero son una de ellas. 📽",410,"negative","The text describes 'ataques xenófobos de VOX' (xenophobic attacks by VOX) as being 'fuera de la democracia y la Constitución' (outside of democracy and the Constitution), clearly indicating a negative sentiment.","negative"
"1310949311807655936","podemos","📽 : 'El PP ha violentado la legalidad, el juego limpio democrático y el conjunto de parámetros que hacen a una democracia moderna digna de llamarse así. Por eso debemos aprobar la comisión de investigación sobre Kitchen'.",410,"negative","The text states that the PP has 'violentado la legalidad, el juego limpio democrático y el conjunto de parámetros que hacen a una democracia moderna digna de llamarse así' (violated legality, fair democratic play, and the parameters that make a modern democracy worthy of the name), which is a strong negative condemnation.","negative"
"1310947690369486853","podemos","Lesmes está desprestigiando al Poder Judicial. Su mandato lleva caducado dos años y, tras haber formando parte del Gobierno de Aznar, mañana pretende nombrar jueces en la sala donde se juzgará la corrupción del PP. 📽",411,"negative","The text criticizes Lesmes for discrediting the judiciary and highlights a conflict of interest regarding his potential appointment of judges to a trial involving the PP's corruption.","negative"
"1310921255663669248","podemos","‼️ Prorrogados los ERTE hasta enero de 2021 ‼️ #AcuerdoSocial #PrórrogaEscudoSocial",411,"positive","The text announces the extension of ERTEs until January 2021, which is a positive measure for workers and businesses.","positive"
"1310919326099271684","podemos","🙍‍♂️🙍‍♀️Para los autónomos y autónomas se amplían también hasta 2021: La prestación extraordinaria por cese de actividad. La exención de las cotizaciones. ➕ Facilitamos el acceso al bono social eléctrico. #PrórrogaEscudoSocial",411,"positive","This tweet details positive measures for self-employed individuals, including the extension of extraordinary cessation of activity benefits and contribution exemptions, as well as facilitating access to the social electricity bonus.","positive"
"1310916287649001472","podemos","‼️ #PrórrogaEscudoSocial hasta enero de 2021 para proteger a la gente. Estará prohibido desahuciar. 👏 Los contratos de alquiler se prorrogarán automáticamente. 🔄 Si hay deuda: pagarás el 50% o se reestructurará en tres años. ✅ Bono social eléctrico hasta fin de año. 🔝",411,"positive","This tweet outlines several positive protective measures, including the extension of the social shield until January 2021, prohibition of evictions, automatic rental contract extensions, and provisions for debt restructuring, along with the social electricity bonus.","positive"
"1310909395274956804","podemos","🔰 Se prorroga la prestación extraordinaria por cese de actividad para las autónomas y los autónomos que se vean obligados a suspender sus actividades. #PrórrogaEscudoSocial",411,"positive","The text announces the extension of extraordinary cessation of activity benefits for self-employed individuals who are forced to suspend their activities, which is a positive support measure.","positive"
"1310909391273590784","podemos","🔰 Se amplía hasta el 31 de enero de 2021 la prohibición de desahucios y las subidas abusivas en el alquiler de viviendas. #PrórrogaEscudoSocial",411,"positive","This tweet reports the extension of the prohibition of evictions and abusive rent increases until January 31, 2021, which are positive measures for housing security.","positive"
"1310909387620352001","podemos","🔰 #AcuerdoSocial que prorroga los ERTE vigentes y la prohibición de despidos motivados por el COVID hasta el 31 de enero de 2021. #PrórrogaEscudoSocial",411,"positive","The text announces the extension of ERTEs and the prohibition of COVID-related dismissals until January 31, 2021, which are positive measures to protect employment.","positive"
"1310909383753244672","podemos","🔰 La ministra de Trabajo, , ha anunciado las nuevas medidas aprobadas en el Consejo de Ministras que protegen y amplían los derechos laborales y sociales. Medidas que fortalecen el Escudo Social para que NADIE se quede atrás en esta pandemia. #PrórrogaEscudoSocial",411,"positive","This tweet highlights new measures approved to protect and expand labor and social rights, strengthening the social shield to ensure no one is left behind during the pandemic.","positive"
"1310907725208002562","podemos","🔴 DIRECTO: 👏 anuncia la prórroga de los ERTE y del Escudo Social para proteger a la gente de nuestro país de los duros efectos económicos de la pandemia. 👏 #PrórrogaEscudoSocial",411,"positive","The text announces the extension of ERTEs and the social shield to protect people from the economic effects of the pandemic, which is a positive protective measure.","positive"
"1310890320507404289","podemos","Ayuso, en otra vuelta de tuerca de sus 'soluciones creativas', decide amordazar al personal docente y sanitario para que no deje en evidencia su nefasta gestión. Está claro que en el tema de las 'mordazas' ha tenido buenos maestros en el PP.",411,"negative","The text criticizes Ayuso's actions as an attempt to silence teachers and healthcare professionals, implying a negative and manipulative management style.","negative"
"1310882009410142208","podemos","Esta intervención de tiene tres años, cuando la exvicepresidenta Soraya Sáenz de Santamaría se negaba a responder sobre la corrupción a la oposición cada miércoles en la #SesiónDeControl al Gobierno. Ahora entendemos por qué se negaba.",411,"neutral","The text refers to a past event where a politician refused to answer questions about corruption, providing context without expressing a direct positive or negative sentiment about the current situation.","neutral"
"1310844586122792960","podemos","🤔 'La Comunidad de Madrid, como todas las comunidades en las que gobierna el Partido Popular, ha intentado colaborar lealmente con el Gobierno'. Las afirmaciones de Casado y Ayuso sobre su gestión de la pandemia desmontadas en este artículo 👇",411,"negative","The text suggests that the claims made by Casado and Ayuso about their pandemic management are being debunked, implying their management was not effective or truthful.","negative"
"1310661033154031617","podemos","Han pasado más de dos años desde que echamos a M. Rajoy, pero la podredumbre de su Gobierno, que habían escondido gracias a sus cloacas, sigue saliendo. 👇",411,"negative","The text implies that the 'rottenness' of a previous government is still surfacing, suggesting ongoing negative consequences from past administrations.","negative"
"1310656018624331776","podemos","Ya va siendo hora de actualizarlo, ¿no?",411,"neutral","The text is a question asking if something needs to be updated, lacking a clear positive or negative sentiment.","neutral"
"1310603925167329280","podemos","Por favor, no reírse de Casado 🙏 Está claro que necesita unas nociones básicas de constitucionalismo y democracia. Hay que entenderlo: su herencia política no ayuda, y los másteres regalados cunden bien poco.",411,"negative","The text expresses a critical and somewhat mocking tone towards Casado, suggesting he lacks basic knowledge of constitutionalism and democracy, and that his political background and academic achievements are insufficient.","negative"
"1310595369152188417","podemos","📽️ : 'Los recortes han mermado la capacidad de nuestro sistema. Sin una financiación justa y estable, especialmente para la educación pública, no garantizaremos las herramientas necesarias para enfrentarnos a los retos educativos del futuro'.",411,"negative","The text quotes someone stating that cuts have weakened the system and that fair and stable funding is necessary for public education, implying a negative current state of affairs due to underfunding.","negative"
"1310518723992788992","podemos","Como cada #28S, reivindicamos la necesidad de acabar con la clandestinidad del aborto que sufren muchas mujeres en el mundo. El acceso al aborto debe ser LIBRE, SEGURO y GRATUITO. Los derechos o son para todas, o no son derechos. Lucha, compromiso y sororidad. ✊💜",411,"positive","The text advocates for the need to end the clandestinity of abortion and calls for access to be free, safe, and legal, expressing a positive stance on women's rights and reproductive freedom.","positive"
"1310494035937763329","podemos","📺'No podemos hacer las reformas que estamos proponiendo con los presupuestos de Montoro, porque esos presupuestos son lo contrario a acabar con la precariedad y establecer una carrera académica que dignifique las condiciones de trabajo'. Manuel Castells en #LaHoraManuelCastells",411,"negative","The text quotes someone stating that current budgets are not conducive to proposed reforms and are the opposite of ending precariousness, implying a negative impact of existing budgets on labor conditions.","negative"
"1310493111135674368","podemos","¿Faltan médicos en España? 📺Manuel Castells, ministro de Universidades, en #LaHoraManuelCastells 👇",411,"neutral","The text poses a question about whether there are enough doctors in Spain, without expressing a personal opinion or sentiment.","neutral"
"1310491718882648064","podemos","📺'Las Universidades están preparadas. El Gobierno transfirió 400 millones a las CC. AA. para la digitalización, la preparación del profesorado y la ayuda a estudiantes que necesitaban equipos informáticos'. Manuel Castells, ministro de Universidades, en #LaHoraManuelCastells",411,"positive","The text quotes someone stating that universities are prepared and that the government has provided funds for digitalization, teacher training, and student equipment, indicating positive actions and preparedness.","positive"
"1310490709976383488","podemos","📺'Me parece indispensable que se lleve a cabo el relevo de los cargos del Poder Judicial. Es urgentísimo, porque se está incumpliendo la Constitución'. Manuel Castells, ministro de Universidades, en #LaHoraManuelCastells",412,"negative","The tweet expresses urgency and criticism regarding the delay in renewing judicial positions, stating it's an ""urgentísimo"" (very urgent) and a ""incumpliendo la Constitución"" (breach of the Constitution).","negative"
"1310489680203444225","podemos","📺 'Una gran parte de los madrileños no entienden las medidas clasistas, que se confine solo a unos barrios. La gente de esos barrios, trabajadores, viajan y están en contacto con el resto de la comunidad'. Manuel Castells, ministro de Universidades, en #LaHoraManuelCastells",412,"negative","The tweet criticizes the measures taken in Madrid as ""clasistas"" (classist) and highlights the negative impact on working-class people, suggesting a lack of understanding and fairness in the policy.","negative"
"1310485997289910272","podemos","🔴 Sigue en DIRECTO la entrevista al ministro de Universidades, Manuel Castells, en 👇 #LaHoraManuelCastells",412,"neutral","This tweet is a straightforward announcement of a live interview, providing no opinion or emotional content.","neutral"
"1310481157092503554","podemos","📺 'El bloqueo a la renovación del Poder Judicial es un atentado a la Constitución. Lesmes tiene el mandato caducado desde hace dos años. La derecha está sobreactuando e instrumentalizando al rey como estrategia de distracción sobre esto'. en",412,"negative","The tweet uses strong negative language like ""atentado a la Constitución"" (attack on the Constitution) and criticizes the actions of the right-wing party as ""sobreactuando e instrumentalizando"" (overacting and instrumentalizing).","negative"
"1310240281267236866","podemos","El bloqueo del PP a renovar el Poder Judicial forma parte de la estrategia de 'lawfare' que la derecha desarrolla contra sus adversarios políticos. Con ello lo está instrumentalizando para poder 'reorientar' las decisiones judiciales. ✍️",412,"negative","The tweet describes the PP's actions as a ""estrategia de 'lawfare'"" (lawfare strategy) and accuses them of ""instrumentalizando"" (instrumentalizing) the judiciary for political gain, indicating a negative view of their actions.","negative"
"1310168556286480386","podemos","📽Cecilia Bartolomé en la entrevista de cuenta como vivió el Golpe de Estado en España como cineasta. 👇",412,"neutral","This tweet is a factual announcement about an interview and does not express any sentiment.","neutral"
"1310149681838776321","podemos","Los Grupos y fuerzas parlamentarias que representan más de la mayoría absoluta del Congreso exigimos la colaboración del resto de los Grupos para cumplir con la renovación del Poder Judicial. Incumplir con la renovación del CGPJ deteriora gravemente los estándares democráticos.",412,"negative","The tweet expresses a demand for collaboration and states that failing to renew the Judicial Power ""deteriora gravemente los estándares democráticos"" (gravely deteriorates democratic standards), indicating a negative consequence of inaction.","negative"
"1310142384110333953","podemos","📽 entrevista a la directora de cine, guionista y productora, Cecilia Bartolomé. Considerada una de las primeras directoras feministas del cine español. 👇",412,"neutral","This tweet is a factual announcement about an interview and does not express any sentiment.","neutral"
"1309923944779198464","podemos","▶️ entrevista a la directora de cine Cecilia Bartolomé. Autora de 'Después de… No se os puede dejar solos' y 'Después de… Atado y bien atado', dos documentales esenciales para entender la transición en España. Mañana, a las 11:00h ⤵️",412,"neutral","This tweet is a factual announcement about an interview and does not express any sentiment.","neutral"
"1309908593513123847","podemos","¿A qué esperan Ayuso y Aguado para reforzar la sanidad pública en Madrid? El personal sanitario y los ciudadanos y ciudadanas no pueden esperar más. 👇",412,"negative","The tweet poses a question that implies criticism and urgency regarding the reinforcement of public healthcare, suggesting that the current situation is unacceptable and people cannot wait any longer.","negative"
"1309894984578068480","podemos","No pasa un solo día sin que la gestión de Ayuso y Aguado sea un auténtico DESASTRE. El PP ha dejado los servicios públicos tiritando y desoyen las recomendaciones de Sanidad para controlar la pandemia. Que Emilio Bouza renuncie a su cargo es una mala noticia para Madrid.",412,"negative","The tweet uses strong negative language like ""auténtico DESASTRE"" (authentic DISASTER) and criticizes the PP's management of public services and their response to the pandemic.","negative"
"1309859716072382466","podemos","Hola y , ¿No vais a decir nada sobre que vuestro socio proponga expulsar de España a patadas a representantes públicos de Unidas Podemos por ser republicanos o por su procedencia, verdad? Cada vez estáis más cerca de VOX y más lejos de la democracia.",412,"negative","The tweet criticizes a political partner's proposal as extreme and undemocratic, stating they are getting closer to VOX and further from democracy.","negative"
"1309803118566223873","podemos","Ayuso y Aguado deben seguir las recomendaciones del Ministerio de Sanidad. Sus medidas son completamente ineficaces y la situación es ya insostenible. La única forma de enfrentarla es reforzar los servicios públicos.",412,"negative","The tweet states that the measures taken are ""completamente ineficaces"" (completely ineffective) and the situation is ""insostenible"" (unsustainable), advocating for a different approach.","negative"
